provider_id,provider_type,region,network_status,prior_auth_volume_band,avg_incomplete_submission_rate,avg_response_time_days,provider_risk_segment
PRV-0853,Specialist,Northeast,In-Network,Medium (50-199/yr),0.111,5.04,Low-Risk
PRV-0854,DME Supplier,Midwest,In-Network,Low (1-49/yr),0.436,3.15,High-Risk
PRV-0855,Specialist,Southeast,In-Network,High (200-499/yr),0.207,0.86,Moderate-Risk
PRV-0856,Specialist,Midwest,In-Network,Medium (50-199/yr),0.114,6.43,Low-Risk
PRV-0857,Primary Care,Southeast,In-Network,Low (1-49/yr),0.29,0.78,Moderate-Risk
PRV-0858,Specialist,Midwest,In-Network,Very High (500+/yr),0.102,4.62,Low-Risk
PRV-0859,Specialist,Southeast,In-Network,Very High (500+/yr),0.209,9.57,Moderate-Risk
PRV-0860,Primary Care,Northeast,In-Network,Medium (50-199/yr),0.142,6.44,Low-Risk
PRV-0861,Hospital,West,In-Network,Very High (500+/yr),0.134,6.99,Low-Risk
PRV-0862,Hospital,Midwest,In-Network,Very High (500+/yr),0.179,3.68,Moderate-Risk
PRV-0863,Hospital,West,In-Network,High (200-499/yr),0.158,6.41,Moderate-Risk
PRV-0864,Surgery Center,Southeast,In-Network,Medium (50-199/yr),0.098,5.63,Low-Risk
PRV-0865,Specialist,Southeast,Out-of-Network,Medium (50-199/yr),0.238,2.65,Moderate-Risk
PRV-0866,Imaging Center,Northeast,Out-of-Network,Medium (50-199/yr),0.187,2.96,Moderate-Risk
PRV-0867,Hospital,Southeast,In-Network,Very High (500+/yr),0.064,3.31,Low-Risk
PRV-0868,DME Supplier,Northeast,In-Network,High (200-499/yr),0.415,9.25,High-Risk
PRV-0869,Surgery Center,West,In-Network,High (200-499/yr),0.204,9.0,Moderate-Risk
PRV-0870,Imaging Center,Midwest,In-Network,High (200-499/yr),0.203,9.39,Moderate-Risk
PRV-0871,DME Supplier,Southeast,In-Network,Medium (50-199/yr),0.437,9.6,High-Risk
PRV-0872,Specialist,Southeast,In-Network,Very High (500+/yr),0.171,9.79,Moderate-Risk
PRV-0873,Hospital,Southeast,In-Network,High (200-499/yr),0.062,5.61,Low-Risk
PRV-0874,DME Supplier,Northeast,In-Network,Medium (50-199/yr),0.254,5.96,Moderate-Risk
PRV-0875,DME Supplier,Southeast,In-Network,High (200-499/yr),0.227,5.45,Moderate-Risk
PRV-0876,Specialist,West,In-Network,Very High (500+/yr),0.261,0.64,Moderate-Risk
PRV-0877,Hospital,Midwest,In-Network,Very High (500+/yr),0.088,1.15,Low-Risk
PRV-0878,Imaging Center,Midwest,Out-of-Network,High (200-499/yr),0.143,9.05,Low-Risk
PRV-0879,Post-Acute Facility,West,In-Network,Medium (50-199/yr),0.145,9.62,Low-Risk
PRV-0880,Surgery Center,West,Out-of-Network,Medium (50-199/yr),0.213,7.87,Moderate-Risk
PRV-0881,Specialist,West,Out-of-Network,Very High (500+/yr),0.166,1.97,Moderate-Risk
PRV-0882,Specialist,Southeast,In-Network,High (200-499/yr),0.105,5.97,Low-Risk
PRV-0883,Primary Care,Midwest,In-Network,Medium (50-199/yr),0.141,7.87,Low-Risk
PRV-0884,Hospital,Midwest,In-Network,Very High (500+/yr),0.051,8.79,Low-Risk
PRV-0885,Post-Acute Facility,Midwest,In-Network,Medium (50-199/yr),0.266,9.56,Moderate-Risk
PRV-0886,Specialist,West,Out-of-Network,Medium (50-199/yr),0.262,8.31,Moderate-Risk
PRV-0887,Hospital,Midwest,In-Network,High (200-499/yr),0.135,9.39,Low-Risk
PRV-0888,Hospital,West,In-Network,Very High (500+/yr),0.166,8.13,Moderate-Risk
PRV-0889,Primary Care,Northeast,In-Network,Medium (50-199/yr),0.125,5.24,Low-Risk
PRV-0890,Post-Acute Facility,Southeast,In-Network,Medium (50-199/yr),0.138,0.8,Low-Risk
PRV-0891,Specialist,Midwest,In-Network,High (200-499/yr),0.15,9.92,Low-Risk
PRV-0892,DME Supplier,Southeast,In-Network,Medium (50-199/yr),0.271,6.55,Moderate-Risk
PRV-0893,DME Supplier,Midwest,In-Network,Medium (50-199/yr),0.295,8.81,Moderate-Risk
PRV-0894,Post-Acute Facility,West,In-Network,High (200-499/yr),0.281,7.52,Moderate-Risk
PRV-0895,Hospital,Southeast,In-Network,Very High (500+/yr),0.099,3.26,Low-Risk
PRV-0896,Imaging Center,Northeast,In-Network,Low (1-49/yr),0.15,8.88,Low-Risk
PRV-0897,Surgery Center,Midwest,In-Network,High (200-499/yr),0.115,2.14,Low-Risk
PRV-0898,Specialist,Northeast,In-Network,High (200-499/yr),0.146,2.45,Low-Risk
PRV-0899,Specialist,Midwest,In-Network,Very High (500+/yr),0.257,9.22,Moderate-Risk
PRV-0900,Specialist,Southeast,In-Network,Low (1-49/yr),0.201,2.51,Moderate-Risk
PRV-0901,Home Health Agency,Midwest,Out-of-Network,Low (1-49/yr),0.282,2.96,Moderate-Risk
PRV-0902,Primary Care,Southeast,In-Network,Very High (500+/yr),0.196,8.36,Moderate-Risk
PRV-0903,Hospital,Midwest,In-Network,Very High (500+/yr),0.145,3.32,Low-Risk
PRV-0904,Hospital,Northeast,In-Network,High (200-499/yr),0.127,7.01,Low-Risk
PRV-0905,Primary Care,Southeast,In-Network,High (200-499/yr),0.187,6.84,Moderate-Risk
PRV-0906,Imaging Center,West,In-Network,Very High (500+/yr),0.194,4.16,Moderate-Risk
PRV-0907,DME Supplier,Midwest,In-Network,Medium (50-199/yr),0.32,5.25,High-Risk
PRV-0908,Primary Care,Midwest,In-Network,High (200-499/yr),0.182,8.86,Moderate-Risk
PRV-0909,Post-Acute Facility,Southeast,In-Network,High (200-499/yr),0.133,5.43,Low-Risk
PRV-0910,Imaging Center,West,In-Network,High (200-499/yr),0.163,3.34,Moderate-Risk
PRV-0911,Hospital,Midwest,In-Network,High (200-499/yr),0.072,7.08,Low-Risk
PRV-0912,Hospital,Midwest,In-Network,Very High (500+/yr),0.129,2.71,Low-Risk
PRV-0913,Imaging Center,Northeast,In-Network,Medium (50-199/yr),0.19,1.83,Moderate-Risk
PRV-0914,Hospital,Northeast,In-Network,High (200-499/yr),0.175,8.73,Moderate-Risk
PRV-0915,Hospital,Midwest,Out-of-Network,Medium (50-199/yr),0.057,8.3,Low-Risk
PRV-0916,Specialist,Northeast,In-Network,Very High (500+/yr),0.248,8.75,Moderate-Risk
PRV-0917,Hospital,Midwest,In-Network,High (200-499/yr),0.053,5.47,Low-Risk
PRV-0918,Hospital,Northeast,In-Network,High (200-499/yr),0.067,3.76,Low-Risk
PRV-0919,Hospital,Southeast,In-Network,Very High (500+/yr),0.104,9.56,Low-Risk
PRV-0920,Specialist,Midwest,In-Network,High (200-499/yr),0.113,6.68,Low-Risk
PRV-0921,Imaging Center,Southeast,Out-of-Network,High (200-499/yr),0.21,9.57,Moderate-Risk
PRV-0922,Post-Acute Facility,Midwest,In-Network,Very High (500+/yr),0.198,8.49,Moderate-Risk
PRV-0923,Surgery Center,Southwest,In-Network,High (200-499/yr),0.161,2.88,Moderate-Risk
PRV-0924,Imaging Center,West,In-Network,Medium (50-199/yr),0.155,0.94,Moderate-Risk
PRV-0925,Specialist,Northeast,In-Network,High (200-499/yr),0.211,7.48,Moderate-Risk
PRV-0926,Specialist,Southeast,In-Network,Very High (500+/yr),0.255,7.18,Moderate-Risk
PRV-0927,Specialist,Midwest,In-Network,Very High (500+/yr),0.135,1.81,Low-Risk
PRV-0928,Imaging Center,West,In-Network,Medium (50-199/yr),0.131,4.62,Low-Risk
PRV-0929,Imaging Center,Northeast,In-Network,Very High (500+/yr),0.197,0.54,Moderate-Risk
PRV-0930,Surgery Center,West,In-Network,Very High (500+/yr),0.21,1.05,Moderate-Risk
PRV-0931,Primary Care,Southwest,In-Network,High (200-499/yr),0.232,8.45,Moderate-Risk
PRV-0932,Specialist,Northeast,In-Network,High (200-499/yr),0.272,7.87,Moderate-Risk
PRV-0933,Primary Care,Midwest,Out-of-Network,High (200-499/yr),0.235,7.44,Moderate-Risk
PRV-0934,Hospital,Midwest,In-Network,Very High (500+/yr),0.157,2.24,Moderate-Risk
PRV-0935,Specialist,Southeast,In-Network,High (200-499/yr),0.17,6.22,Moderate-Risk
PRV-0936,Behavioral Health,Southeast,In-Network,Medium (50-199/yr),0.176,4.14,Moderate-Risk
PRV-0937,Hospital,Southeast,In-Network,Medium (50-199/yr),0.138,6.61,Low-Risk
PRV-0938,Hospital,Midwest,In-Network,Very High (500+/yr),0.173,6.89,Moderate-Risk
PRV-0939,DME Supplier,Midwest,In-Network,High (200-499/yr),0.215,9.51,Moderate-Risk
PRV-0940,Specialist,West,In-Network,Low (1-49/yr),0.15,7.51,Low-Risk
PRV-0941,Specialist,Midwest,Out-of-Network,Low (1-49/yr),0.133,5.87,Low-Risk
PRV-0942,Primary Care,Northeast,Out-of-Network,Medium (50-199/yr),0.124,2.42,Low-Risk
PRV-0943,Specialist,Northeast,In-Network,High (200-499/yr),0.212,2.74,Moderate-Risk
PRV-0944,Hospital,Northeast,In-Network,Very High (500+/yr),0.14,5.01,Low-Risk
PRV-0945,Surgery Center,Southeast,In-Network,High (200-499/yr),0.149,4.66,Low-Risk
PRV-0946,Hospital,Southeast,In-Network,High (200-499/yr),0.112,1.51,Low-Risk
PRV-0947,Imaging Center,Southeast,In-Network,Very High (500+/yr),0.094,8.97,Low-Risk
PRV-0948,Specialist,Southwest,In-Network,High (200-499/yr),0.139,3.03,Low-Risk
PRV-0949,Imaging Center,Northeast,In-Network,Medium (50-199/yr),0.087,6.6,Low-Risk
PRV-0950,Specialist,Midwest,In-Network,Very High (500+/yr),0.146,4.65,Low-Risk
PRV-0951,Imaging Center,Midwest,Out-of-Network,High (200-499/yr),0.2,5.29,Moderate-Risk
PRV-0952,DME Supplier,Southeast,Out-of-Network,Medium (50-199/yr),0.403,5.87,High-Risk
PRV-0953,DME Supplier,Northeast,In-Network,Medium (50-199/yr),0.351,1.56,High-Risk
PRV-0954,Surgery Center,Midwest,In-Network,High (200-499/yr),0.101,7.98,Low-Risk
PRV-0955,Hospital,Southeast,In-Network,Medium (50-199/yr),0.137,8.0,Low-Risk
PRV-0956,Specialist,Northeast,In-Network,Medium (50-199/yr),0.269,7.21,Moderate-Risk
PRV-0957,DME Supplier,Northeast,In-Network,Medium (50-199/yr),0.38,3.12,High-Risk
PRV-0958,Hospital,Southeast,In-Network,Very High (500+/yr),0.101,2.5,Low-Risk
PRV-0959,Specialist,Southeast,In-Network,Very High (500+/yr),0.24,1.9,Moderate-Risk
PRV-0960,Surgery Center,Midwest,In-Network,High (200-499/yr),0.217,1.93,Moderate-Risk
PRV-0961,Post-Acute Facility,Midwest,In-Network,High (200-499/yr),0.292,4.89,Moderate-Risk
PRV-0962,Specialist,West,Out-of-Network,Very High (500+/yr),0.213,3.54,Moderate-Risk
PRV-0963,Imaging Center,Northeast,In-Network,Very High (500+/yr),0.088,2.57,Low-Risk
PRV-0964,Specialist,Midwest,In-Network,Very High (500+/yr),0.206,9.77,Moderate-Risk
PRV-0965,Hospital,West,Out-of-Network,High (200-499/yr),0.145,8.9,Low-Risk
PRV-0966,Hospital,Southeast,In-Network,High (200-499/yr),0.098,3.44,Low-Risk
PRV-0967,Imaging Center,West,In-Network,Medium (50-199/yr),0.084,2.59,Low-Risk
PRV-0968,Surgery Center,West,In-Network,High (200-499/yr),0.195,4.42,Moderate-Risk
PRV-0969,DME Supplier,Northeast,In-Network,High (200-499/yr),0.271,4.4,Moderate-Risk
PRV-0970,Specialist,Southeast,Out-of-Network,Medium (50-199/yr),0.122,7.68,Low-Risk
PRV-0971,Primary Care,Midwest,Out-of-Network,Low (1-49/yr),0.213,4.26,Moderate-Risk
PRV-0972,Surgery Center,Southeast,In-Network,Very High (500+/yr),0.13,3.61,Low-Risk
PRV-0973,Hospital,West,Out-of-Network,Very High (500+/yr),0.055,2.67,Low-Risk
PRV-0974,Specialist,Midwest,In-Network,Medium (50-199/yr),0.234,3.08,Moderate-Risk
PRV-0975,Hospital,Northeast,Out-of-Network,Low (1-49/yr),0.068,1.71,Low-Risk
PRV-0976,Specialist,West,In-Network,Medium (50-199/yr),0.148,8.47,Low-Risk
PRV-0977,Specialist,Southeast,In-Network,Medium (50-199/yr),0.215,1.17,Moderate-Risk
PRV-0978,Specialist,Northeast,In-Network,Medium (50-199/yr),0.177,0.94,Moderate-Risk
PRV-0979,Specialist,Midwest,In-Network,Medium (50-199/yr),0.242,0.65,Moderate-Risk
PRV-0980,Primary Care,Southeast,Out-of-Network,High (200-499/yr),0.185,2.31,Moderate-Risk
PRV-0981,Specialist,Northeast,Out-of-Network,Medium (50-199/yr),0.209,6.84,Moderate-Risk
PRV-0982,Post-Acute Facility,Midwest,In-Network,Very High (500+/yr),0.222,8.15,Moderate-Risk
PRV-0983,Surgery Center,Northeast,In-Network,Very High (500+/yr),0.173,5.68,Moderate-Risk
PRV-0984,Imaging Center,Southeast,In-Network,Very High (500+/yr),0.11,4.85,Low-Risk
PRV-0985,Surgery Center,Midwest,In-Network,Very High (500+/yr),0.087,4.29,Low-Risk
PRV-0986,Behavioral Health,Midwest,In-Network,Medium (50-199/yr),0.18,7.0,Moderate-Risk
PRV-0987,Specialist,Southeast,In-Network,High (200-499/yr),0.274,2.01,Moderate-Risk
PRV-0988,Surgery Center,Midwest,In-Network,High (200-499/yr),0.13,2.22,Low-Risk
PRV-0989,Primary Care,West,In-Network,High (200-499/yr),0.197,5.87,Moderate-Risk
PRV-0990,DME Supplier,Northeast,In-Network,High (200-499/yr),0.253,8.24,Moderate-Risk
PRV-0991,Imaging Center,West,In-Network,Medium (50-199/yr),0.168,5.63,Moderate-Risk
PRV-0992,Surgery Center,Northeast,In-Network,High (200-499/yr),0.18,4.94,Moderate-Risk
PRV-0993,Specialist,Midwest,In-Network,Medium (50-199/yr),0.221,9.79,Moderate-Risk
PRV-0994,Hospital,West,In-Network,High (200-499/yr),0.064,7.42,Low-Risk
PRV-0995,Hospital,West,In-Network,Very High (500+/yr),0.121,5.27,Low-Risk
PRV-0996,Imaging Center,Midwest,Out-of-Network,High (200-499/yr),0.186,9.46,Moderate-Risk
PRV-0997,Surgery Center,Midwest,Out-of-Network,Very High (500+/yr),0.104,8.95,Low-Risk
PRV-0998,Primary Care,Midwest,Out-of-Network,High (200-499/yr),0.242,3.92,Moderate-Risk
PRV-0999,Imaging Center,Southeast,In-Network,High (200-499/yr),0.14,6.84,Low-Risk
PRV-1000,Hospital,Southeast,In-Network,Very High (500+/yr),0.161,8.75,Moderate-Risk
